latent_mae,latent_mse,z_init_anchor_mse,z_pred_std,z_target_std,checkpoint_step,sample_index,name,ordinal,pixel_mse,pixel_mae,ssim_avg,height,width,frames
0.22817973792552948,0.1367807686328888,0.0,0.8920534253120422,0.9096500277519226,20000,0,ep10099_v0_s00000,0,0.004215259104967117,0.030885834246873856,0.8616830742720402,192,320,33
0.25741860270500183,0.20535360276699066,0.0,0.8407083749771118,0.8619281053543091,20000,1,ep27299_v0_s00004,2927,0.009935603477060795,0.04053477942943573,0.842144944451072,192,320,33
0.28632843494415283,0.2518610954284668,0.0,0.878825306892395,0.9107236266136169,20000,2,ep43399_v0_s00060,5854,0.02199511229991913,0.0633154883980751,0.7594980254317775,192,320,33
0.4260880947113037,0.45310813188552856,0.0,0.9271870255470276,0.9534236788749695,20000,3,ep59699_v0_s00020,8781,0.03182211145758629,0.09497892111539841,0.6149166750185417,192,320,33
0.5417173504829407,0.6431992650032043,0.0,0.7680371999740601,0.8534647226333618,20000,4,ep78099_v0_s00308,11708,0.05272206664085388,0.14364714920520782,0.5349794003096494,192,320,33
0.34450605511665344,0.323135644197464,0.0,0.8997783660888672,0.9244351387023926,20000,5,ep99_v0_s00004,14635,0.023036394268274307,0.07170796394348145,0.7481959155111602,192,320,33
